class_label,recall,precision,auc
negative,0.895771878072763,0.7681281618887015,0.8874141618868034
negative,0.895771878072763,0.7687763713080169,0.8874141618868034
negative,0.895771878072763,0.7694256756756757,0.8874141618868034
negative,0.895771878072763,0.7700760777683855,0.8874141618868034
negative,0.8947885939036382,0.7698815566835872,0.8874141618868034
negative,0.8938053097345132,0.7696867061812024,0.8874141618868034
negative,0.8928220255653884,0.7694915254237288,0.8874141618868034
negative,0.8928220255653884,0.7701441899915182,0.8874141618868034
negative,0.8928220255653884,0.7707979626485568,0.8874141618868034
negative,0.8918387413962635,0.7706032285471538,0.8874141618868034
negative,0.8918387413962635,0.7712585034013606,0.8874141618868034
negative,0.8908554572271387,0.7710638297872341,0.8874141618868034
